"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
479,"t6yptuc54un6mew1",10/20/2022 05:27:00,2,2,3,1,,0,0,0,0,1,0,0,1,1,2000,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,10,3,1,3,2,2,,,,,,,2,1,,,2,2,1,2,3,2,3,1,2,1,1,0,0,1,2,2,1,2,3,3,2,2,2,1,1,2,3,2,3,2,2,2,1,2,1,2,1,,2,0,1,0,0,0,3,1,3,2,1,2,0,1,0,0,0,0,0,2,1,2,1,4,6,1,0,2,1129.63,3,,10,,5,6,10/20/2022 05:07:00,1,1,2,2,4,1,2,1,2,2,1,,3,2,1,1,3,8,,2,2,1,2,1,,"85051",0.299421012401581,1,1
481,"rw8091ga546vfpr4",10/20/2022 05:14:00,2,2,3,1,,0,0,0,0,1,0,0,1,2,1996,1,0,0,0,0,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,2,2,4,6,2,4,2,4,1,,,,,,,1,2,,,2,4,1,1,1,1,4,4,3,1,1,0,0,1,1,1,1,1,3,4,4,4,2,2,1,2,1,1,1,3,1,1,1,2,3,3,12,,3,0,1,0,0,0,1,3,2,1,3,4,1,0,0,0,0,0,0,4,4,4,4,1,2,1,0,2,349.47,12,,13,,1,1,10/20/2022 05:08:00,8,1,1,2,2,3,2,2,2,2,1,,3,2,1,3,3,5,,1,1,1,1,1,,"85041",0.497996956110001,1,1
482,"3nhkrxbj5fkdf7f2",10/20/2022 05:29:00,113,2,3,2,,0,0,0,1,0,0,0,1,2,1987,0,1,0,0,0,1,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,2,2,7,1,1,2,2,2,,,,,,,2,2,,,2,1,1,1,1,1,2,1,2,2,,,,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,2,1,2,6,0,1,6,1040.4,13,,10,,5,6,10/20/2022 05:09:00,5,2,2,2,2,2,2,1,2,1,2,2,,2,1,2,2,7,2,,2,2,2,,2,"85002",1.91946589946747,2,2
483,"yty8qpshf4ys60k7",10/20/2022 05:52:00,2,2,3,1,,0,0,0,0,1,0,0,1,1,1997,1,0,0,0,0,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,10,1,4,1,4,1,,,,,,,1,5,,,1,4,1,1,1,1,3,3,3,2,,,,1,1,1,1,1,1,4,4,4,3,2,1,2,1,1,1,1,1,1,1,1,1,3,12,,1,1,0,0,0,0,5,3,2,3,1,4,0,0,0,1,0,0,0,1,4,4,4,1,6,1,0,2,2443.97,14,,10,,1,2,10/20/2022 05:11:00,8,1,1,1,1,4,1,2,2,2,1,,1,1,3,1,1,10,,1,1,4,1,2,,"85043",0.431166261434555,1,1
484,"sscprz54ufe9u7w4",10/20/2022 05:41:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1965,0,0,1,0,0,3,6,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,3,2,2,1,8,2,1,2,1,2,,,,,,,2,2,,,4,1,2,2,1,1,2,2,2,2,,,,3,2,2,2,2,3,3,3,3,2,3,2,1,2,2,2,2,2,2,2,1,4,4,6,,,1,0,0,0,0,1,1,2,1,3,4,0,0,0,0,0,0,1,4,4,4,4,5,3,0,1,3,1780.7,4,,10,,5,6,10/20/2022 05:11:00,8,3,4,4,4,1,1,1,1,1,1,1,,1,1,1,1,0,4,,1,3,2,,2,"85234",0.445675224065781,1,3
485,"4xjmf4adurfxm84m",10/20/2022 06:02:00,3,2,3,6,2,0,0,0,0,0,1,0,1,1,1994,1,0,0,0,0,1,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,1,10,2,4,2,2,2,,,,,,,2,2,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,1,1,1,,,1,0,0,0,1,0,,,,,,1,0,1,1,1,0,1,1,1,1,1,1,3,6,0,1,3,882.09,14,,10,,1,2,10/20/2022 05:47:00,11,2,1,1,1,1,1,1,1,1,3,3,,1,3,3,3,10,1,,4,1,2,,1,"85705",0.880649983882904,2,2
486,"3rhxb9qn2p0850kh",10/20/2022 06:56:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1970,0,0,1,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,5,1,4,1,1,5,,,,,,,1,4,,,2,2,4,1,1,4,3,4,3,1,1,0,0,2,3,2,1,2,3,3,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,12,,3,1,0,0,0,0,2,2,2,1,3,2,0,0,1,0,0,0,0,1,1,1,1,3,3,1,0,3,3632.5,12,,13,,1,1,10/20/2022 05:55:00,8,2,1,1,1,1,2,1,2,2,3,,3,1,1,1,2,7,,1,1,1,1,2,,"85335",0.452724546194077,1,2
488,"pbx9javerb0z6n0m",10/20/2022 06:29:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,2000,1,0,0,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,3,3,4,1,4,4,1,4,1,3,,,,,,,5,6,,,4,4,2,1,1,1,4,4,4,2,,,,3,1,1,4,1,1,2,3,4,2,3,1,1,2,2,2,4,2,4,2,3,2,4,12,,1,1,0,0,0,0,6,4,3,1,2,3,0,0,1,0,0,0,0,1,4,4,4,4,1,0,1,4,1009.55,12,,13,,1,1,10/20/2022 06:12:00,11,3,3,3,6,6,1,1,2,3,1,4,,2,3,2,2,0,4,,3,4,1,,2,"85701",0.493671059608459,1,3
490,"cwk130n6x85mtmda",10/20/2022 06:47:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,2001,1,0,0,0,0,1,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,3,3,8,4,3,4,5,5,,,,,,,6,5,,,6,4,4,4,2,2,4,4,4,1,1,0,0,1,3,2,4,1,2,1,3,4,2,2,2,1,2,2,2,4,4,4,4,4,2,5,12,,1,1,0,0,0,0,6,4,2,3,1,4,0,1,0,1,0,0,0,1,4,4,4,3,2,0,1,3,1599.89,14,,10,,1,2,10/20/2022 06:18:00,12,2,6,4,6,6,2,2,3,1,3,1,,2,1,2,1,2,5,,2,2,3,,2,"85143",0.394936829805374,1,2
491,"c34pp6p4smtc3mkx",10/20/2022 06:33:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,2000,1,0,0,0,0,1,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,,2,3,2,8,5,1,6,1,5,,,,,,,1,2,,,3,1,2,4,3,2,2,1,2,1,0,0,1,4,3,3,2,4,3,1,2,3,1,2,1,2,4,2,2,2,3,1,3,2,3,2,12,,2,0,1,0,1,0,3,2,1,2,3,3,0,1,0,0,1,0,0,1,4,2,2,4,5,1,0,6,321.14,12,,13,,1,1,10/20/2022 06:27:00,15,2,1,1,2,5,2,3,4,1,2,,2,2,1,2,2,4,,3,4,2,2,2,,"85365",0.517399489879608,1,2
492,"m1dasm0pyqjruhht",10/20/2022 07:03:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1954,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,4,1,10,4,1,4,1,4,,,,,,,4,2,,,4,4,4,3,4,4,3,2,4,2,,,,4,3,1,4,2,3,1,2,3,1,3,2,1,2,2,2,2,2,2,2,1,2,2,12,,1,1,0,0,0,0,6,4,2,3,1,1,1,0,0,0,0,0,0,1,1,1,1,4,4,0,1,3,649.81,14,,10,,1,2,10/20/2022 06:52:00,15,3,4,4,4,1,2,2,4,4,4,3,,3,3,1,5,0,5,,3,4,2,,1,"85365",0.518354594707489,1,3
493,"wjx22780e2w2q46j",10/20/2022 07:20:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1992,0,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,2,2,2,5,4,2,4,3,3,,,,,,,5,5,,,5,4,4,2,3,1,3,3,3,1,1,1,0,2,2,2,2,2,2,2,3,3,2,3,1,1,4,4,4,4,4,4,4,4,2,2,12,,1,0,0,0,1,1,2,3,2,1,3,3,0,1,1,1,0,0,0,1,2,1,3,3,4,1,0,3,892.66,12,,13,,1,1,10/20/2022 07:04:00,11,2,5,5,5,5,2,2,2,2,2,,3,1,1,2,5,0,,4,4,4,2,2,,"85730",0.28200963139534,1,2
494,"k9qm7x1jvqc03jft",10/20/2022 07:23:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1989,0,1,0,0,0,1,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,9,2,4,2,4,2,,,,,,,2,4,,,1,4,2,4,2,2,2,4,4,1,1,0,0,1,1,2,1,1,1,4,4,4,2,3,1,3,1,1,1,1,1,1,1,4,1,1,12,,1,1,0,0,0,0,6,4,2,3,1,4,1,0,0,0,0,0,0,1,1,1,3,1,2,1,0,3,456.2,12,,13,,3,6,10/20/2022 07:15:00,8,1,1,1,1,4,2,2,1,1,2,,4,1,1,4,1,10,,5,1,1,2,2,,"85006",0.431166261434555,1,1
495,"p5uxf6qkdqxgx7es",10/20/2022 07:35:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1955,0,0,0,1,0,1,6,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,2,3,9,2,4,3,3,3,,,,,,,2,3,,,2,4,2,1,3,4,2,2,4,1,1,1,1,4,2,1,1,2,1,2,2,4,1,3,1,3,4,4,4,1,4,1,1,4,1,5,21,1,3,0,0,0,1,0,5,4,3,2,1,2,0,1,0,0,0,0,0,1,1,1,1,3,6,0,1,3,692.32,12,,13,,1,1,10/20/2022 07:23:00,8,2,1,1,1,6,1,2,2,2,2,4,,2,3,3,5,10,2,,1,1,1,,2,"85251",0.31439208984375,1,2
497,"85uz1wzkk80111ef",10/20/2022 07:50:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1994,1,0,0,0,0,1,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,1,10,5,2,5,1,4,,,,,,,3,2,,,4,4,1,3,2,2,2,2,4,1,0,1,0,2,2,2,4,4,3,2,1,1,2,1,2,3,4,2,2,2,2,1,2,4,2,2,17,,1,1,0,0,0,0,2,4,3,1,2,2,1,0,0,0,0,0,0,1,1,1,1,5,2,0,1,6,485.5,12,,13,,1,1,10/20/2022 07:41:00,15,3,3,3,3,3,2,3,2,2,1,1,,2,1,1,5,4,3,,1,2,3,,2,"85365",0.171413540840149,1,3
498,"143xkkh1h34jjazd",10/20/2022 07:57:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1990,0,1,0,0,0,1,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,3,1,4,3,10,4,1,4,3,4,,,,,,,4,5,,,4,4,4,4,1,2,4,4,4,2,,,,3,4,2,3,3,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,12,,1,1,0,0,0,0,4,2,3,2,1,4,1,0,0,0,0,0,0,1,1,1,1,2,6,1,0,6,727.43,4,,10,,5,6,10/20/2022 07:44:00,8,2,4,4,4,1,1,2,4,4,5,,1,1,3,1,5,0,,4,4,4,2,1,,"85233",0.592405259609222,1,2
500,"rw4su5dtb8bd3g8c",10/20/2022 08:55:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1999,1,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,3,4,3,2,4,2,4,4,4,,,,,,,4,4,,,4,4,4,4,1,4,3,4,2,1,1,0,0,1,2,2,4,1,1,1,3,3,3,3,1,2,4,4,2,4,2,4,4,2,1,5,12,,3,0,0,0,0,1,1,2,2,3,1,1,0,1,0,0,0,0,0,1,2,4,4,3,2,0,1,4,1952.29,14,,10,,1,2,10/20/2022 08:22:00,8,2,5,2,6,1,1,2,3,2,5,1,,1,1,3,2,2,1,,3,1,2,,2,"85302",0.484116524457932,1,2
501,"ubcy7a9km2zaam0e",10/20/2022 08:32:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1984,0,1,0,0,0,1,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,2,10,2,4,3,4,1,,,,,,,2,3,,,4,4,4,1,4,4,4,1,4,2,,,,2,2,3,4,1,3,2,3,1,2,1,2,1,3,3,2,2,3,2,3,2,2,2,12,,1,1,0,0,0,0,2,2,1,3,2,1,1,0,0,0,0,0,0,1,1,1,1,3,4,1,0,6,427.8,4,,10,,5,6,10/20/2022 08:24:00,9,2,4,4,1,2,1,2,2,3,3,,1,2,1,2,3,10,,5,4,4,1,2,,"86409",0.592405259609222,1,2
502,"pcqujbv4wsqb6r9d",10/20/2022 08:41:00,113,2,3,3,1,1,0,0,0,0,0,0,1,1,1974,0,0,1,0,0,1,4,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,2,2,1,7,5,3,6,2,3,,,,,,,3,2,,,3,1,2,3,4,1,1,2,3,1,0,1,0,3,4,1,4,1,2,1,2,3,1,2,1,2,3,1,3,4,1,2,2,2,2,3,,,1,0,1,0,0,0,,,,,,2,0,0,1,0,0,0,0,1,2,3,4,3,2,0,1,6,640.68,4,,10,,5,6,10/20/2022 08:30:00,2,2,3,5,2,4,2,2,2,3,1,3,,2,2,3,3,7,2,,3,1,3,,1,"85607",0.314999997615814,2,2
503,"1zf3dmex59byqku4",10/20/2022 08:45:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1979,0,0,1,0,0,1,3,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,7,1,4,4,3,1,,,,,,,1,6,,,1,3,1,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,1,2,2,2,1,3,3,3,3,3,3,3,2,1,5,4,,1,1,0,0,0,0,1,2,3,2,1,1,1,0,0,0,0,0,0,1,1,1,1,3,6,1,0,3,830.18,14,,10,,1,2,10/20/2022 08:30:00,8,1,1,2,6,6,1,1,1,1,3,,5,1,1,1,1,7,,2,1,1,1,1,,"85335",0.345831274986267,1,1
504,"bsy902dctfe4yh7z",10/20/2022 08:52:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1964,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,2,1,3,3,2,6,4,1,3,2,4,,,,,,,3,2,,,4,4,4,3,3,3,3,3,4,2,,,,1,2,1,4,1,2,3,1,2,2,3,2,1,2,2,2,4,2,4,4,1,4,4,21,1,1,1,0,0,0,0,6,4,3,2,1,2,0,1,1,0,0,0,0,3,2,3,3,4,2,1,0,4,901.78,14,,10,,1,2,10/20/2022 08:37:00,8,3,5,3,3,2,2,2,2,2,1,,2,1,1,5,2,0,,4,3,4,2,2,,"85374",0.261201590299606,1,3
506,"cw61apuqdzvj46n9",10/20/2022 08:59:00,3,2,3,1,,0,0,0,0,1,0,0,1,1,1978,0,0,1,0,0,1,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,4,2,10,4,1,4,2,4,,,,,,,4,3,,,4,3,2,2,2,2,1,1,2,1,0,1,0,2,4,2,4,4,2,4,1,1,1,3,2,1,2,2,2,1,2,2,2,1,2,2,12,,1,1,0,0,0,0,1,1,3,2,1,1,0,1,0,0,0,0,0,1,1,1,1,5,2,0,1,3,842.09,4,,10,,5,6,10/20/2022 08:45:00,11,3,4,4,4,1,2,2,4,1,2,1,,3,2,1,4,5,2,,3,4,2,,1,"85748",0.493671059608459,1,3
507,"axp9y7899rdqmbz2",10/20/2022 09:05:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1963,0,0,1,0,0,3,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,2,3,3,6,4,1,4,2,4,,,,,,,2,3,,,3,2,4,4,1,1,1,1,3,2,,,,2,3,1,4,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3,2,1,2,2,16,,,1,0,0,0,0,2,3,3,2,1,4,1,0,0,0,0,0,0,1,1,1,1,4,3,1,0,6,886.99,14,,10,,1,2,10/20/2022 08:50:00,8,3,2,4,5,2,1,1,3,1,2,,4,2,3,1,3,0,,3,2,3,1,2,,"85249",0.38105234503746,1,3
508,"hk3nmezvstxjjt0e",10/20/2022 08:58:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,2000,1,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,4,1,1,1,,,,,,,1,1,,,1,2,1,1,1,1,1,2,4,1,1,0,0,1,1,1,1,1,4,1,4,4,2,2,2,2,1,1,2,1,2,1,1,1,1,1,21,1,1,0,0,0,1,1,4,2,1,3,2,2,0,0,1,1,0,0,0,1,1,3,3,1,1,0,1,6,341.99,12,,13,,1,1,10/20/2022 08:52:00,8,1,1,1,1,1,1,1,1,1,4,4,,1,1,1,1,7,1,,2,3,1,,1,"85301",0.345831274986267,1,1
509,"nvxca24bpm34jxmn",10/20/2022 08:58:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1997,1,0,0,0,0,1,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,,3,4,4,0,4,4,4,4,4,,,,,,,3,3,,,5,2,2,2,3,1,4,4,4,1,1,1,0,2,2,2,2,3,2,2,2,3,3,2,2,2,2,4,4,4,4,4,1,2,5,5,12,,3,1,0,0,0,0,2,3,1,2,3,1,1,0,0,0,0,0,0,4,2,2,4,6,6,1,0,6,348.56,4,,10,,5,6,10/20/2022 08:52:00,8,2,6,5,6,6,1,2,3,3,2,,2,1,1,3,3,10,,5,2,3,2,2,,"85224",0.24675840139389,1,2
511,"ec9wcr38y75f4v7f",10/20/2022 09:43:00,4,2,3,6,1,0,0,0,0,0,1,0,1,2,1967,0,0,1,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,1,4,2,10,4,1,5,2,5,,,,,,,4,2,,,4,2,1,3,3,3,4,1,4,1,0,0,1,4,4,2,3,1,2,1,3,1,1,3,2,1,2,2,4,4,2,4,4,4,2,2,,,1,1,0,0,0,0,,,,,,1,0,1,0,1,1,1,0,1,1,2,3,4,1,0,1,4,2364.84,14,,10,,1,2,10/20/2022 08:55:00,8,3,4,4,4,2,2,1,3,2,4,1,,2,3,1,1,1,4,,4,4,2,,2,"85207",1.00831496715546,2,3
512,"y7ykdd978fryftyh",10/20/2022 09:13:00,2,2,3,1,,0,0,0,0,1,0,0,1,2,1979,0,0,1,0,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,3,4,4,3,3,1,3,2,,,,,,,4,4,,,2,4,4,2,4,2,4,4,1,1,1,0,0,2,3,1,1,4,1,1,1,1,1,3,2,2,2,2,3,1,2,2,4,1,1,1,12,,2,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,0,0,0,1,1,1,4,2,2,0,1,2,1014.39,13,,10,,5,6,10/20/2022 08:55:00,8,1,3,3,2,3,2,3,1,2,1,4,,1,3,1,4,7,5,,3,3,3,,2,"85031",0.570190072059631,1,1
513,"00ahgtbjj7cauquy",10/20/2022 09:19:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1971,0,0,1,0,0,1,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,3,2,2,5,4,2,3,2,3,,,,,,,2,2,,,3,4,4,2,3,2,4,4,4,1,1,1,0,1,4,1,3,1,1,4,3,3,1,2,1,2,4,4,3,4,2,4,4,1,2,2,10,,2,1,0,0,0,0,6,4,2,3,1,3,0,0,0,0,0,0,1,1,1,1,1,4,3,1,0,6,1305.79,12,,13,,1,1,10/20/2022 08:57:00,12,3,2,3,2,1,2,4,2,2,2,,1,2,3,1,2,8,,5,1,1,1,1,,"85143",0.293117195367813,1,3
514,"1wzrb8bcm33cn79t",10/20/2022 09:03:00,2,2,3,1,,0,0,0,0,1,0,0,1,1,1984,0,1,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,2,2,6,3,2,3,2,3,,,,,,,3,2,,,2,1,2,1,1,1,2,2,1,1,0,0,1,2,3,2,1,3,2,2,2,2,2,2,1,1,2,2,2,1,2,3,2,3,3,3,1,,1,0,1,0,0,0,1,1,3,2,1,2,1,0,0,0,0,0,0,2,1,1,2,2,6,0,1,2,282.44,15,,10,,5,6,10/20/2022 08:57:00,8,1,3,3,2,4,2,3,2,3,2,3,,2,2,3,3,6,2,,2,2,2,,1,"85046",0.342827081680298,1,1
515,"j931xha92rcyqmcz",10/20/2022 09:05:00,113,2,3,2,,0,0,0,1,0,0,0,1,2,1963,0,0,1,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,6,1,4,1,6,1,,,,,,,1,6,,,1,4,4,3,1,1,3,3,4,2,,,,1,3,1,4,1,1,4,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,,,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,0,1,1,1,1,1,4,1,0,6,335.34,12,,13,,1,1,10/20/2022 08:59:00,11,1,1,4,6,6,2,1,2,2,1,,1,1,1,1,5,10,,2,2,1,1,1,,"85711",1.7000972032547,2,1
518,"g5z26knf50zmtahh",10/20/2022 09:14:00,4,2,3,6,1,0,0,0,0,0,1,0,1,2,1966,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,2,2,3,3,6,4,4,4,3,4,,,,,,,4,2,,,3,4,2,4,1,4,2,4,4,2,,,,3,3,1,3,3,3,1,1,1,1,3,2,2,1,2,2,3,2,3,2,3,2,2,,,1,0,0,0,1,0,,,,,,2,0,0,0,0,0,1,0,1,1,1,1,4,3,1,0,4,645.46,14,,10,,3,2,10/20/2022 09:02:00,8,3,3,4,3,2,2,3,2,2,4,,2,2,3,1,3,5,,5,2,3,3,1,,"85020",1.00831496715546,2,3
519,"v02xgwp8ca3jatx4",10/20/2022 09:12:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1999,1,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,2,2,3,2,2,2,5,5,4,,,,,,,5,4,,,2,1,1,1,2,1,2,1,2,1,0,1,0,1,2,3,3,2,2,3,3,3,2,2,1,2,2,2,2,1,1,2,2,2,1,4,12,,1,1,0,0,0,0,2,2,3,2,1,2,0,0,1,0,0,0,0,3,2,1,4,3,2,1,0,6,423.88,12,,13,,1,1,10/20/2022 09:05:00,8,2,3,4,6,6,2,3,2,2,3,,3,2,2,4,3,3,,3,3,2,2,1,,"85033",0.518354594707489,1,2
520,"61bx5w875n3rbncd",10/20/2022 09:18:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1999,1,0,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,2,2,3,2,8,4,2,4,1,4,,,,,,,4,4,,,3,4,2,1,3,1,4,4,4,1,1,0,0,3,2,2,3,3,3,2,1,2,1,2,2,1,2,2,3,3,2,2,2,1,2,4,12,,3,0,0,0,1,0,1,2,3,2,1,1,1,0,0,0,0,0,0,1,4,4,4,5,4,0,1,3,791.45,4,,10,,5,6,10/20/2022 09:05:00,8,2,4,4,6,1,2,1,4,1,2,1,,2,3,5,3,3,4,,3,3,2,,1,"85381",0.518354594707489,1,2
522,"n3yyje6163fkxe6t",10/20/2022 09:16:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1993,1,0,0,0,0,1,5,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,5,2,4,2,3,2,,,,,,,2,2,,,2,1,1,2,1,1,2,3,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,1,2,1,1,12,,1,1,0,0,0,0,2,2,3,1,2,3,1,0,0,0,0,0,0,1,1,1,1,2,3,0,1,4,507.77,4,,10,,5,6,10/20/2022 09:07:00,8,2,2,2,2,3,2,2,2,2,2,2,,1,1,2,2,5,2,,2,2,2,,2,"85251",0.452724546194077,1,2
523,"a8uct036cpwfygvx",10/20/2022 09:31:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1953,0,0,0,1,0,3,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,7,1,4,1,4,1,,,,,,,1,2,,,1,2,4,3,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,2,3,1,2,3,1,3,1,1,1,1,1,1,1,2,1,1,12,,,0,0,0,1,0,1,1,1,2,3,1,0,1,0,0,0,0,0,1,1,1,1,1,4,0,1,3,1076.55,12,,11,,1,1,10/20/2022 09:12:00,11,1,1,1,1,4,1,1,1,1,1,4,,1,3,2,1,9,1,,1,1,1,,2,"85706",0.647396087646484,1,1
